Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
2025034 Software Engineer,2025-03-07,https://jobright.ai/jobs/info/67cb43cf54d2ea285607fa0b?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Moline, IL",John Deere,10000+,"Construction,Industrial Manufacturing",$97000-$107000 /yr,"1. 1 year of experience in design, develop, and implement technical solutions aligned with business requirements using Java with Spring Boot and Python within a service-oriented architecture (SOA) leveraging RESTful services
2. 1 year of experience with practicing Test-Driven Development (TDD) and Test Automation to ensure code quality and reliability including writing automated tests using JUnit and utilizing SonarQube for code quality assessments. Experience integrating testing into the development process, collaborating with QA teams, and continuously improving test coverage to support Agile principles of iterative development and frequent releases
3. 1 year of experience Agile development involving iterative cycles, cross-functional collaboration, and incremental delivery including practices like daily stand-ups, sprint planning, reviews, and retrospectives, using frameworks like Scrum, user story mapping, backlog grooming, estimation techniques, and prioritizing tasks based on value and feedback for timely customer value delivery
4. 1 year of experience with Troubleshooting and Root Cause Analysis utilizing Kibana for log analysis, debugging, and monitoring system performance to identify and resolve issues efficiently including analyzing logs, and visualizations in Kibana to pinpoint the root causes of problems, track system behavior, and ensure the reliability and stability of software applications
5. 1 year of experience utilizing JPA in Java applications for database interaction, defining entity classes, mapping entities to database tables, crafting JPQL queries, executing CRUD operations (Create, Read, Update, Delete), and grasping concepts such as entity managers, transactions, and entity relationships
...",not sure,
"Software Engineer I, Customer Experience",2025-03-07,https://jobright.ai/jobs/info/67cb2974347fbd9d1acfa3a0?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Spring Health,1001-5000,"Artificial Intelligence (AI),Health Care",$100000-$123600 /yr,"1. Bachelor’s degree in Computer Science, Software Engineering, or a related field (or equivalent practical experience).
2. Up to 1 year of experience in software development (this could include internships, part-time work, or personal/academic projects).
3. Proficiency in at least one programming language (e.g., React, Ruby on Rails, Java, etc.).
4. Evidence of coding projects (e.g., GitHub, school projects, hackathons).
5. Demonstrated ability to analyze and solve technical problems.
...",not sure,
"Software Development Engineer, Veteran Opportunity",2025-03-07,https://jobright.ai/jobs/info/6737f59fb444791c5246ab7e?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Chicago, IL
New York, United States
Arlington, VA
San Diego, CA
East Palo Alto, CA
Boulder, CO
Herndon, VA
Seattle, WA",Amazon Web Services (AWS),10000+,"Computer,Consulting",$100K-$200K /yr,"1. Bachelor's Degree or higher in Computer Science, Computer Engineering, or related fields with a graduation date between May 2023 - September 2025 or graduated within the last 24 months.
2. Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design
3. Strong knowledge of Computer Science fundamentals in object-oriented design, data structures, algorithm design, problem solving, and complexity analysis",no,
"Software Engineer(Android), Mobile Infrastructure",2025-03-07,https://jobright.ai/jobs/info/67cb191a240cd1bb5483b282?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$145000-$250000 /yr,"1. Bachelor's degree or equivalent practical experience
2. 1+ years of industry experience in Android development
3. Experience in building and shipping complex, business critical Android app products with frequent iteration
4. Understanding of design patterns and principles with a broad knowledge of Android techstack
5. Familiar with Jetpack and/or other open source Android libraries, such as RxJava, Retrofit, Litho, etc.
...",not sure,
Software Engineer Graduate (RDMA Network - High Speed Network) - 2025 Start (PhD),2025-03-07,https://jobright.ai/jobs/info/67cb21239c050af6d0fa37ae?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",ByteDance,10000+,"Content,Data Mining",$138K-$238K /yr,"1. Current or recent PhD graduate with a background in Computer Science, Electronic Engineering, Computer Engineering, Network Engineering or related technical discipline
2. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment
3. Proficiency in one or several mainstream programming languages including but not limited to: C/C++, Python, Go
4. Passion in high-speed IP networking, hardware-software interaction, and hardware offloading technologies",no,yes
Software Development Engineer in Test Graduate (Global E-commerce-US) - 2025 Start (BS/MS),2025-03-07,https://jobright.ai/jobs/info/67cb21239c050af6d0fa3438?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",ByteDance,10000+,"Content,Data Mining",$89K-$136K /yr,"1. Currently pursuing a Bachelor's or Master's degree in Computer Science or related fields or equivalent practical experience.
2. Graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
3. Understanding of computer field fundamentals for testing framework, networking, database, and algorithms.
4. Hands-on experience in development/coding knowledge and system design.
5. Strong self-driving force and quick learning ability.
...",not sure,yes
Epic Ambulatory Workflow Analyst,2025-03-07,https://jobright.ai/jobs/info/67cb0d6d25fdac893110e68f?utm_source=1100&utm_campaign=Software Engineering,On Site,GA - Atlanta,Accenture,10000+,"Business Information Systems,Construction",$45700-$103100 /yr,"1. Minimum of 1 years experience in Healthcare IT in an EpicCare Ambulatory as a Principle Trainer, or at the elbow support specialist role
2. Bachelor's degree or equivalent (minimum 12 years) work experience. (If Associate Degree, must have minimum 6 years work experience)",no,
Cloud Support Engineer - Infrastructure as Code,2025-03-07,https://jobright.ai/jobs/info/677e9e60a14a1e6c435f1cd7?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Dallas, TX
Seattle, WA
Herndon, VA",Amazon Web Services (AWS),10000+,"Computer,Consulting",$71K-$159K /yr,"1. 1+ years of software development, or 1+ years of technical support experience
2. Experience troubleshooting and debugging technical systems
3. Bachelor’s degree in Engineering/Computer Science/ Mathematics or any related field or a minimum of 1+ years of related professional and/or military experience and experience working with at least one of the IaC tools (Cloudformation, Terraform, CDK) and one of Configuration Management tools (AWS OpsWorks, Chef, Puppet, Ansible).
4. Good understanding of Linux, Networking concepts and protocols (DNS, TCP/IP, DHCP, HTTPS, OSI Model, Filesystems, disk space, Memory, CPU issues, Security, Encryptions etc.).",not sure,
Cloud Support Engineer - Serverless,2025-03-07,https://jobright.ai/jobs/info/677e9e60a14a1e6c435f1cda?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Herndon, VA
Seattle, WA
Dallas, TX",Amazon Web Services (AWS),10000+,"Computer,Consulting",$71K-$159K /yr,"1. 1+ years of software development, or 1+ years of technical support experience
2. Experience troubleshooting and debugging technical systems
3. Bachelor’s degree in Engineering/Computer Science/ Mathematics or any related field or a minimum of 1+ years of related professional and/or military experience
4. Knowledge or experience with one or more modern programming languages, HTTP and troubleshooting API calls
5. Knowledge or Experience with Networking and troubleshooting (TCP/IP, DNS, OSI model, routing, switching, firewalls, LAN/WAN, traceroute, iperf, dig, cURL or related)
...",not sure,
Cloud Support Engineer - Windows Enterprise Applications,2025-03-07,https://jobright.ai/jobs/info/677e9e60a14a1e6c435f1cac?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Seattle, WA
Herndon, VA",Amazon Web Services (AWS),10000+,"Computer,Consulting",$71K-$159K /yr,"1. 1+ years of software development, or 1+ years of technical support experience
2. Experience troubleshooting and debugging technical systems
3. Bachelor’s degree in Engineering/Computer Science/ Mathematics or any related field or a minimum of 1+ years of related professional and/or military experience and knowledge or experience with enterprise systems administration in Windows Server and related services (Active Directory, AD CS, AD FS, AD DNS, Exchange, IIS, Remote Desktop Services, SQL Server, Single Sign On)",not sure,
2025 Fulltime - Raytheon Software Engineer I (On-site),2025-03-07,https://jobright.ai/jobs/info/67cb10d6f2145135fa8be6f4?utm_source=1100&utm_campaign=Software Engineering,On Site,"Fort Wayne, IN",RTX,10000+,"Aerospace,Manufacturing",$55K-$107K /yr,"1. Bachelor’s degree in Science, Technology, Engineering, or Mathematics (STEM).
2. This position requires 12 months or less of relevant professional work experience (excluding internships).
3. Experience developing object-oriented software using Java or C++.
4. The ability to obtain and maintain a U.S. government issued TS/SCI security clearance is also required.
5. U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance.",no,
Software Engineer I,2025-03-07,https://jobright.ai/jobs/info/67ae9de5eb4e4d9757997283?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,"Coalition, Inc.",501-1000,"Cyber Security,Information Technology",$93K-$138K /yr,"1. 0-2+ years of blended internship and/or professional development experience
2. Computer Science or Engineering degree - related technical discipline or equivalent work experience
3. API and service development in Go or a similar language.
4. Production tested cloud native development principles
5. Analyzing software errors with tools like Sentry, DataDog, Jaeger/Zipkin, GreyLog or App Dynamics
...",not sure,yes
"Analyst II, Quality Assurance",2025-03-07,https://jobright.ai/jobs/info/67b5796b78ae9bd7b17191fe?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Ensemble Health Partners,5001-10000,"Health Care,Hospitality",$57K-$109K /yr,"1. 1 to 3 Years of Desired Work Experience
2. Associates Degree or Equivalent Experience
3. Responsible for the overall quality, thoroughness, and readiness of automation department’s documentation.
4. Organizes and maintains process documentation, templates, and folder structure.
5. Ensures documentation completeness for leadership and Internal Audit according to SDLC requirements; and confirms adherence to best practices including maintenance of SOPs.
...",not sure,
